trash, voodoo, mule, bobcat, hotknife, flatbed, yankee, topfun, benson, buccanee, fcr900, cement, towtruck, utility, monstera, duneride, broadway, dft30, picador, boxburg, pony, bus, stallion     # WORKERS
stratum, elegy, savanna, sweeper, huntley, stafford, newsvan, emperor, coach, bus, rancher, sandking     # BUSINESS
flash, tahoma, wayfarer, club, phoenix, cabbie, coach, bus, windsor, yosemite, slamvan, monstera, stallion, hermes, burrito, securica     # CLUBBERS
dft30, sadler, voodoo, mrwhoop, premier, flatbed, freeway, sanchez, hermes, glenshit, sadlshit, monstera, monsterb, benson, hotrina, journey, bike, petro, rdtrain, majestic, towtruck, tractor, slamvan     # FARMERS
flash, tahoma, wayfarer, club, phoenix, cabbie, coach, bus, windsor, yosemite, slamvan, monstera, stallion, hermes, burrito, securica, mesa, camper, nrg500, bfinject     # BEACHFOLK
trash, manana, mule, moonbeam, esperant, previon, duneride, romero, pizzaboy, wayfarer, faggio, bike, fcr900, freeway, sanchez, quad, hermes, walton, bmx, camper, boxville, blistac     # PARKFOLK
landstal, flash, sentinel, taxi, washing, mrwhoop, premier, admiral, turismo, solair, pcj600, faggio, freeway, sabre, comet, virgo, hotrina, willard, feltzer, bullet, intruder, merit, wayfarer     # CASUAL_RICH
bravura, cheetah, moonbeam, esperant, bobcat, picador, rumpo, caddy, glendale, sanchez, zr350, comet, burrito, hotrinb, bloodra, nebula, remingtn, blade, vincent, sadler, primo, sunrise, windsor     # CASUAL_AVERAGE
peren, manana, previon, stallion, pizzaboy, oceanic, quad, hermes, walton, regina, camper, greenwoo, blistac, elegant, bike, majestic, buccanee, fcr900, cadrona, clover, tampa, tornado, jester     # CASUAL_POOR  
peren     # PROSTITUTES
manana, clover     # CRIMINALS
mtbike     # GOLFERS
stretch, broadway, bobcat     # SERVANTS
flash, tahoma, wayfarer, club, phoenix, windsor, yosemite, slamvan     # AIRCREW
boxburg, alpha, windsor, hustler, bullet, intruder, uranus, sultan, euros, mesa, journey, monsterb     # ENTERTAINERS
linerun, trash, mule, packer, yankee, burrito, boxville, petro, utility, monsterb, boxburg, tractor     # OUT_OF_TOWN_FACTORY
dft30, sadler, voodoo, mrwhoop, premier, flatbed, freeway, sanchez, hermes, glenshit, sadlshit, monstera, monsterb, benson, hotrina, journey, bike, petro, rdtrain, majestic, towtruck, tractor, slamvan     # DESERT_FOLK
baggage, tug, forklift     # AIRCREW_RUNWAY
clover, esperant, majestic, tampa, sanchez     # Gang 1 (BALLAS - BLACK)
elegant, hermes, remingtn, jester, freeway     # Gang 2 (FAMILIES - PLAYER - BLACK)
blistac, manana, stallion, faggio              # Gang 3 (LSV - MEX)
sktbd                                          # Gang 4 (SFR - MEX)
buccanee, bravura, pizzaboy     # Gang 5 (DNB - VIETS)
buccanee, bravura, pizzaboy     # Gang 6 (ITALIAN MAFIA)
buccanee, bravura, pizzaboy     # Gang 7 (TRIAD)
buccanee, bravura, pizzaboy     # Gang 8 (VLA - MEX)
stallion     # Gang 9 (UNUSED)
stallion     # Gang 10 (UNUSED)
stallion     # Dealers
squalo, speeder, reefer, tropic, coastg, dinghy, marquis, jetmax     # Boats
tractor     # Cheat1 (shit cars)
infernus, buffalo, banshee, hotring, supergt, nrg500, bullet, elegy, bandito, alpha     # Cheat2 (fast cars)
pcj600, fcr900, bf400, faggio, pizzaboy, wayfarer, freeway, sanchez     # Cheat3 (ninja)
kart     # Cheat4 (funhouse)
